facility_id,facility_name,facility_type,capacity_numeric,capacity_unit,region,licence_issue_date,inspection_date,latitude,longitude,remarks,date_anomaly
6742.0,Scott-Ltd Polyclinic,Polyclinic,346.0,beds,St. John,2018-08-26,2023-04-24,13.26469,-58.74255,Needs upgrade,False
,Porter-Davis Hospital St. Andrew,Hospital,23.0,capacity,St. Andrew,2017-01-22,2021-04-15,12.73775,-58.75328,Follow-up 2023,False
1178.0,"St. Franklin, Robinson and Vaughn Health Centre",Health Centre,38.0,cots,St. George,2022-08-05,2020-04-27,12.7064,-58.91637,Reinspection due,True
1.0,"Herrera, Smith and Simmons Hospital",Health Centre,1.0,beds,St. Michael,2016-03-14,2023-12-02,12.84512,-58.92298,Follow-up 2023,False
401.0,Ponce LLC Infirmary,Health Centre,281.0,beds,St. Peter,2022-01-09,2018-01-19,13.1293,-58.7049,Follow-up 2023,True
,Glover Group Medical Center St. Michael,Community Health Centre,186.0,beds,St. Michael,2018-10-31,2022-10-21,13.136,-58.75304,Follow-up 2023,False
,Wright-Bryant Infirmary Christ,Clinic,10.0,beds,Christ Church,2024-04-28,2020-02-03,13.26467,-58.73847,,True
6733.0,Gibbs Inc Medical Center,Clinic,76.0,cots,St. Peter,2021-12-11,2022-06-18,13.163333333333334,-58.79666666666667,Good,False
,Mendoza and Sons,Community Health Centre,434.0,beds,St. Andrew,2025-01-14,2024-09-13,12.80883,-59.09379,,True
6719.0,Boyd-Campbell Hosp.,Community Health Centre,156.0,patients,St. John,2025-04-22,2019-12-20,12.70572,-58.94264,Follow-up 2023,True
,"Hudson, Sawyer and Moss Infirmary St. James",Health Centre,107.0,cots,St. James,2024-11-08,2023-08-22,12.85436,-59.25627,Follow-up 2023,True
92.0,"Mcclure, Henry and Ramirez Infirmary",Clinic,477.0,units,St. Peter,2022-05-20,2025-06-18,13.04126,-59.0958,Follow-up 2023,False
6699.0,"Johnson,-Stevens-and-Norton",Health Centre,10.0,beds,St. James,2021-03-22,2021-10-14,13.18478,-58.82018,,False
,st. Bridges-Nichols,Polyclinic,10.0,beds,St. John,2020-10-05,2020-10-21,13.12856,-59.28891,Good,False
66.0,Richards PLC Hospital,Hospital,92.0,cots,St. Andrew,2019-09-06,2020-11-26,13.23999,-59.16558,Good,False
421.0,"Matthews,-Greene-and-Cohen",Health Centre,402.0,beds,St. Peter,2023-03-25,2024-10-24,13.0875,-58.70309,Good,False
,Huffman Group Medical Center,Hospital,169.0,beds,St. Joseph,2025-09-21,2023-08-19,13.08669,-58.9261,Good,True
6686.0,St. Clark-Collier Hosp.,Polyclinic,10.0,beds,St. George,2018-03-31,2021-09-01,13.25298,-59.2392,Needs upgrade,False
6684.0,Miller LLC Hospital,Health Centre,210.0,patients,Christ Church,2020-01-15,2022-12-11,13.276944444444446,-59.145833333333336,Reinspection due,False
6683.0,Sullivan-Arnold,Polyclinic,389.0,beds,St. Peter,2023-10-07,2020-01-03,13.11629,-58.8884,Good,True
6681.0,Mckinney-Ltd St.James,Health Centre,20.0,cots,St. James,2017-02-25,2024-08-09,12.98825,-58.71445,,False
,Kelley-Briggs Hospital Christ,Health Centre,459.0,capacity,Christ Church,2016-09-21,2024-09-11,12.96111111111111,-59.065,Reinspection due,False
6673.0,Leach PLC Hospital,Health Centre,6.0,beds,St. Peter,2016-05-09,2024-08-18,13.24391,-59.04777,,False
6671.0,"Sullivan,-Cox-and-Collins NewLine",Polyclinic,48.0,units,St. Michael,2025-09-29,2021-02-03,12.73392,-59.25045,,True
,Douglas-Bryant Polyclinic NewLine,Polyclinic,427.0,beds,St. James,2019-07-28,2019-03-31,12.75811,-58.8113,Reinspection due,True
6657.0,Everett-Hebert Clinic,Hospital,229.0,capacity,St. Andrew,2016-05-30,2021-06-13,12.80462,-59.2271,Reinspection due,False
881.0,Fowler-LLC Medical Center St.John,Polyclinic,32.0,cots,St. John,2017-06-10,2023-05-03,12.875,-59.11694444444444,Good,False
,St. Dennis and Sons Clinic,Hospital,155.0,beds,St. Andrew,2018-08-09,2020-12-24,12.90747,-58.72607,Follow-up 2023,False
,Jones and Sons Polyclinic,Hospital,339.0,beds,St. Andrew,2017-06-14,2020-05-14,13.06521,-58.81321,Follow-up 2023,False
,"Bell, Clark and Callahan Infirmary",Polyclinic,173.0,patients,St. James,2018-01-07,2020-12-10,13.15782,-59.17755,Reinspection due,False
933.0,Hall-White Medical Center St. Andrew,Clinic,384.0,beds,St. Andrew,2023-03-21,2020-05-31,13.22779,-59.18606,,True
6640.0,Cabrera-Ross Health Centre,Clinic,19.0,capacity,St. James,2017-04-13,2025-03-08,12.89686,-59.23678,Needs upgrade,False
6637.0,Bauer-Mitchell Hosp.,Hospital,331.0,beds,St. Lucy,2018-03-01,2021-11-27,13.26115,-59.25813,Needs upgrade,False
382.0,Ward-Lynch,Clinic,272.0,beds,St. George,2024-11-15,2020-04-15,13.260833333333334,-59.03583333333333,,True
6633.0,St. Cortez-Pierce,Health Centre,85.0,units,St. Lucy,2018-01-19,2020-10-25,13.23495,-58.95582,Needs upgrade,False
6632.0,Mitchell-Perez Infirmary,Clinic,353.0,beds,St. James,2021-11-01,2021-07-06,13.218055555555555,-58.73166666666667,Reinspection due,True
6629.0,"Stewart, Oconnor and Lopez Clinic",Clinic,359.0,beds,St. John,2016-04-18,2023-12-31,13.25459,-59.16087,Reinspection due,False
6627.0,Mills-Taylor Health Centre,Community Health Centre,60.0,cots,St. John,2019-11-20,2025-10-15,12.85388,-59.26228,Follow-up 2023,False
6626.0,Jones-Matthews,Clinic,315.0,patients,St. James,2021-01-11,2021-01-14,13.15424,-58.9557,Reinspection due,False
6624.0,"Harris,-Shannon-and-Hopkins Infirmary",Health Centre,10.0,beds,St. John,2018-08-14,2025-07-31,13.04977,-59.1794,,False
6622.0,"st. Davis,-Copeland-and-Franklin Infirmary",Health Centre,185.0,capacity,St. Joseph,2018-02-20,2025-03-03,12.77028,-58.75991,Follow-up 2023,False
2419.0,"Blair, Simmons and Castaneda Medical Center",Health Centre,415.0,patients,St. George,2019-07-21,2019-04-07,13.11939,-58.92636,Needs upgrade,True
260.0,Roth-Acosta Health Centre,Polyclinic,313.0,capacity,St. Joseph,2025-03-24,2022-08-29,12.95012,-59.19027,Needs upgrade,True
6614.0,"Walters, Brown and Bryan Infirmary",Polyclinic,127.0,patients,St. James,2017-07-23,2020-12-19,13.06388888888889,-59.25222222222222,Reinspection due,False
1219.0,Gilmore Ltd Infirmary CHRIST,Hospital,20.0,beds,Christ Church,2024-12-27,2019-03-02,12.86577,-58.7028,Good,True
,Hernandez-Patterson Medical Center St.Andrew,Health Centre,318.0,beds,St. Andrew,2024-05-18,2022-04-03,13.11,-59.111666666666665,Reinspection due,True
,"Ayers, Steele and Wheeler Clinic",Clinic,210.0,units,St. Peter,2017-05-30,2021-11-25,12.77935,-58.71316,Reinspection due,False
6603.0,"st. Warner, Lowery and Collins Hosp.",Health Centre,144.0,cots,St. Andrew,2024-03-02,2025-06-02,12.83486,-59.15093,Reinspection due,False
,Hernandez-Smith Clinic,Health Centre,19.0,patients,St. John,2021-10-02,2020-12-12,13.18867,-59.2378,Follow-up 2023,True
6600.0,Bennett LLC Hosp.,Health Centre,10.0,beds,St. Michael,2016-11-24,2018-11-06,13.16311,-59.00323,,False
6594.0,"Barnes,-Martinez-and-Moore Polyclinic",Hospital,79.0,cots,St. Lucy,2024-05-28,2021-05-12,13.11562,-59.24961,,True
6589.0,Lewis Ltd Medical Center,Health Centre,265.0,beds,St. Andrew,2020-09-12,2021-11-09,13.07059,-59.26397,Good,False
9413.0,"Jones, Clarke and Kelly hcruhC",Polyclinic,357.0,units,Christ Church,2025-08-15,2024-04-15,12.80707,-59.2341,Reinspection due,True
,Stevens-Murray Health Centre,Clinic,176.0,beds,St. James,2023-04-04,2022-06-09,12.86053,-58.85934,,True
,Sanchez and Sons Clinic,Hospital,21.0,beds,Christ Church,2021-12-21,2019-08-30,13.25273,-59.11802,Good,True
826.0,"Mcguire, Estrada and Bell Infirmary Christ",Polyclinic,10.0,beds,Christ Church,2022-03-12,2019-10-09,13.25708,-59.08936,Reinspection due,True
6568.0,Reynolds-Webb Infirmary,Polyclinic,459.0,capacity,St. Joseph,2019-04-04,2024-11-09,13.01461,-58.89039,Needs upgrade,False
6567.0,"Wilkins, Wright and Woods Clin.",Health Centre,109.0,units,St. James,2025-01-09,2021-03-29,12.7,-59.11555555555556,,True
6567.0,"Wilkins, Wright and Woods Clinic",Health Centre,109.0,beds,St. James,2025-01-09,2021-03-29,12.7,-59.11555555555556,,True
393.0,st. Thomas-LLC,Hospital,125.0,cots,St. James,2025-06-11,2021-05-20,13.17387,-58.77578,,True
6563.0,Peterson Inc Hosp.,Hospital,373.0,capacity,St. Andrew,2025-12-22,2022-01-29,13.1353,-58.82955,Follow-up 2023,True
,"St. Jones,-Barker-and-Miller Hospital",Hospital,152.0,units,St. John,2019-03-08,2024-07-06,13.19876,-58.75588,Reinspection due,False
,St. Johns Ltd NewLine,Polyclinic,2.0,beds,St. Lucy,2021-10-20,2024-03-14,12.80165,-59.04751,,False
69616.0,Mccann Ltd Hosp.,Health Centre,411.0,beds,St. Peter,2025-08-30,2018-01-03,13.08691,-59.07411,Reinspection due,True
41.0,"Hinton, Jones and Christian",Polyclinic,10.0,beds,St. Michael,2021-05-19,2018-04-19,13.03924,-58.73053,Needs upgrade,True
1233.0,"Flores, Hernandez and Long Infirmary ST.",Hospital,428.0,capacity,St. James,2025-07-28,2022-10-18,13.17277,-58.87496,Reinspection due,True
,Bailey and Sons Health Centre,Hospital,124.0,beds,St. John,2016-06-03,2022-04-27,13.04852,-58.70293,Reinspection due,False
715311.0,St Meyer LLC Hosp.,Health Centre,160.0,units,St. George,2022-07-27,2021-12-10,13.27807,-58.85343,Follow-up 2023,True
,Marshall and Sons,Community Health Centre,393.0,beds,St. Michael,2021-11-04,2022-11-17,12.79647,-58.87124,Follow-up 2023,False
,St. Davidson-Inc Infirmary,Community Health Centre,329.0,units,St. Joseph,2018-11-04,2020-02-04,13.21428,-58.8126,Reinspection due,False
6545.0,George and Sons Hosp.,Health Centre,10.0,beds,St. George,2022-09-01,2025-08-08,12.97119,-58.87234,Reinspection due,False
6544.0,Davis-Larson Polyclinic,Polyclinic,10.0,beds,St. John,2021-08-12,2023-05-20,12.97376,-59.01374,Needs upgrade,False
1248.0,St. Brown-Tanner Infirmary,Clinic,118.0,beds,St. Peter,2021-03-04,2024-10-24,13.20293,-59.06509,Needs upgrade,False
1238.0,St Zamora and Sons Medical Center,Community Health Centre,462.0,beds,St. John,2025-04-09,2019-07-13,12.7652,-58.88477,,True
6542.0,Ellis-Gomez Hospital St.Joseph,Polyclinic,300.0,units,St. Joseph,2020-10-24,2020-11-20,12.926666666666666,-59.00416666666667,Follow-up 2023,False
6540.0,"st. Ramirez, Fischer and Chavez",Hospital,437.0,beds,St. John,2018-10-09,2022-09-08,13.20421,-59.27551,,False
6539.0,"Oconnor, Little and English",Community Health Centre,489.0,patients,St. Andrew,2018-09-16,2022-02-10,13.12026,-58.71015,,False
,"St. Adams,-Hurley-and-Hill Hosp.",Health Centre,10.0,beds,St. Andrew,2022-11-25,2025-06-08,12.84123,-59.12032,Reinspection due,False
,Jenkins LLC,Polyclinic,10.0,beds,St. George,2024-03-26,2024-12-11,13.13912,-59.06941,Good,False
,Hill-Terrell,Polyclinic,10.0,beds,St. John,2024-12-02,2019-05-17,12.76637,-58.8343,Follow-up 2023,True
,St. Allen Ltd Clinic,Clinic,347.0,beds,St. George,2024-01-17,2018-11-19,12.85858,-59.1488,Follow-up 2023,True
,Bailey-Jones Hosp.,Polyclinic,8.0,beds,St. Joseph,2025-12-17,2019-02-01,12.83455,-59.14595,Good,True
,Barker-Black Health Centre,Polyclinic,10.0,beds,St. George,2024-01-10,2022-10-19,12.82877,-58.76708,Reinspection due,True
,Gardner-Love Christ,Polyclinic,350.0,units,Christ Church,2023-09-22,2022-06-20,12.73553,-58.99889,,True
6510.0,Harris LLC Medical Center,Polyclinic,10.0,beds,St. Michael,2022-09-07,2024-05-30,13.00551,-59.01892,Good,False
,Jackson-Frazier,Clinic,131.0,beds,St. Lucy,2020-02-04,2018-10-09,12.71823,-59.09348,Good,True
,St. Pena-Alvarado,Clinic,248.0,beds,St. John,2017-01-13,2024-02-08,12.70915,-58.9379,Follow-up 2023,False
1264.0,"St. Hodges, Morris and Scott",Polyclinic,41.0,patients,St. John,2016-08-24,2025-08-08,13.27952,-58.77144,Needs upgrade,False
,"Blair, Martin and Harmon Clinic",Community Health Centre,10.0,beds,St. George,2025-05-02,2021-01-27,13.10689,-59.17149,,True
1259.0,Winters-Brooks Infirmary St.George,Health Centre,377.0,beds,St. George,2020-03-25,2023-04-29,13.13528,-58.74535,Reinspection due,False
443.0,Long-Parks Health Centre,Health Centre,90.0,beds,Christ Church,2021-06-15,2024-05-31,13.01552,-58.88858,Follow-up 2023,False
6498.0,"Stafford, Garcia and Roman NewLine",Health Centre,110.0,cots,St. John,2024-02-20,2024-06-06,12.82086,-58.98862,,False
6488.0,st. Huynh PLC,Health Centre,10.0,beds,St. George,2020-05-08,2019-12-05,13.21836,-58.86084,Follow-up 2023,True
6478.0,Wells-Irwin Hospital,Polyclinic,439.0,cots,St. Lucy,2018-12-23,2021-06-13,12.87905,-59.2905,Needs upgrade,False
6477.0,Charles Ltd Health Centre,Health Centre,1.0,beds,St. George,2024-12-12,2020-11-15,13.19465,-59.07037,Needs upgrade,True
6474.0,Martin-Bean Clin.,Health Centre,8.0,beds,St. Joseph,2020-09-08,2024-08-08,12.70653,-59.15615,Reinspection due,False
6474.0,Martin-Bean Clinic,Health Centre,8.0,beds,St. Joseph,2020-09-08,2024-08-08,12.70653,-59.15615,Reinspection due,False
6468.0,Morris Group Polyclinic,Polyclinic,219.0,units,St. Andrew,2019-03-26,2020-09-22,13.27134,-58.7659,Follow-up 2023,False
6466.0,Nixon PLC Hospital,Clinic,174.0,beds,St. George,2016-02-23,2024-06-12,13.22972,-59.2538,Good,False
6464.0,"St. Watson, Hinton and Harris",Clinic,37.0,capacity,St. Joseph,2022-09-07,2024-10-11,13.25927,-58.86178,Reinspection due,False
6460.0,Mahoney LLC Hosp. St. Michael,Clinic,113.0,beds,St. Michael,2022-07-02,2020-08-07,13.07835,-59.09783,Good,True
6460.0,Mahoney LLC Hospital St. Michael,Clinic,113.0,beds,St. Michael,2022-07-02,2020-08-07,13.07835,-59.09783,Good,True
,Patterson Ltd,Health Centre,164.0,beds,St. John,2025-09-12,2024-11-30,13.22398,-59.21726,Needs upgrade,True
1275.0,"St. Ferguson, Moore and Woods Hosp.",Health Centre,359.0,beds,St. George,2025-04-19,2019-07-14,13.1636,-59.15187,Good,True
1273.0,st. Long and Sons Hosp.,Health Centre,238.0,units,St. John,2023-06-04,2021-01-30,13.12243,-59.01036,Needs upgrade,True
1273.0,st. Long and Sons Hospital,Health Centre,238.0,units,St. John,2023-06-04,2021-01-30,13.12243,-59.01036,Needs upgrade,True
1271.0,St. Burke-Stewart Polyclinic,Polyclinic,403.0,capacity,St. Joseph,2019-05-06,2025-03-04,12.948055555555555,-58.78444444444444,Needs upgrade,False
,Olson-Woods Clinic,Health Centre,344.0,units,St. Michael,2025-07-07,2020-11-28,12.72534,-58.81319,,True
10.0,"St. Knight, Price and Perez Clinic",Health Centre,140.0,units,St. James,2020-11-11,2022-06-12,13.00059,-58.77009,,False
6458.0,"Rodriguez,-Miles-and-Roberts Medical Center",Polyclinic,278.0,patients,St. Andrew,2017-02-22,2022-02-10,12.70341,-58.89325,Needs upgrade,False
6451.0,Parker-Schultz Hosp.,Polyclinic,121.0,units,St. Lucy,2022-08-13,2020-03-31,13.10552,-59.18827,Follow-up 2023,True
6450.0,Gill LLC Health Centre,Clinic,432.0,beds,St. James,2024-10-04,2018-06-17,12.93231,-58.7639,Needs upgrade,True
6447.0,Newton LLC Health Centre,Community Health Centre,222.0,patients,St. George,2017-03-24,2018-05-29,12.76244,-58.89741,Reinspection due,False
6445.0,Wilson Group Hospital,Health Centre,10.0,beds,St. John,2023-06-30,2020-12-15,13.10652,-58.83096,Needs upgrade,True
6444.0,Martin-Mcdonald Hosp.,Hospital,10.0,beds,St. James,2018-09-21,2025-07-31,13.28342,-58.70331,,False
6443.0,Martinez-Simon Hospital,Hospital,477.0,patients,St. Michael,2019-08-21,2025-11-18,13.08914,-58.7497,Reinspection due,False
,"Green, Cooper and Moyer Health Centre St.Lucy",Health Centre,10.0,beds,St. Lucy,2024-03-19,2024-09-27,13.06504,-59.16577,Needs upgrade,False
6435.0,Holland Group Polyclinic,Health Centre,164.0,cots,St. Andrew,2016-03-07,2021-07-16,12.726111111111111,-58.884166666666665,,False
6434.0,Dixon Inc Clinic,Clinic,390.0,patients,St. John,2016-01-14,2018-01-06,13.04479,-59.08096,Follow-up 2023,False
90295.0,"Stout, Davis and Riley St.John",Health Centre,10.0,beds,St. John,2017-06-23,2022-01-23,13.087777777777779,-58.93416666666666,Needs upgrade,False
6432.0,Herrera LLC Polyclinic,Community Health Centre,130.0,beds,St. George,2022-04-08,2019-12-30,12.88132,-58.75601,Reinspection due,True
8602.0,Powell-Johnson St.Joseph,Community Health Centre,328.0,cots,St. Joseph,2019-04-07,2019-08-26,12.91183,-59.10285,Follow-up 2023,False
,Frederick-Roberts Health Centre,Polyclinic,50.0,capacity,St. Lucy,2018-02-11,2019-12-07,12.7525,-58.78972222222222,Good,False
35.0,st. Walsh Inc Health Centre,Polyclinic,60.0,capacity,St. Joseph,2017-12-08,2023-04-12,12.89267,-58.87957,Good,False
1287.0,Harris-Inc Hospital,Health Centre,63.0,units,St. James,2023-03-16,2022-02-08,12.70002,-58.89856,Good,True
,st. Holmes Group Medical Center,Polyclinic,324.0,capacity,St. Lucy,2018-12-18,2022-10-24,13.24233,-58.9551,Good,False
1283.0,Hansen LLC,Health Centre,288.0,beds,St. Lucy,2020-03-07,2022-09-19,12.73541,-58.81826,Reinspection due,False
1282.0,James LLC Hosp.,Polyclinic,121.0,beds,St. James,2017-06-14,2018-09-20,12.91416,-58.99579,,False
,st. Ruiz-Ltd,Polyclinic,132.0,capacity,St. Andrew,2016-07-12,2019-10-12,12.871666666666668,-59.25111111111111,Good,False
6426.0,"Quinn,-Washington-and-Fisher Clinic St.Andrew",Health Centre,161.0,units,St. Andrew,2023-04-10,2024-12-11,13.22229,-59.26563,,False
6423.0,Dougherty-Nash Hosp.,Health Centre,10.0,beds,St. James,2018-05-18,2024-10-02,13.24915,-58.96964,,False
6423.0,Dougherty-Nash Hospital,Health Centre,10.0,beds,St. James,2018-05-18,2024-10-02,13.24915,-58.96964,,False
6421.0,St Jackson-Jackson Clinic NewLine,Clinic,33.0,cots,St. George,2023-03-14,2025-07-20,12.7151,-58.7145,,False
,Skinner-Perry,Community Health Centre,285.0,beds,St. James,2018-03-17,2022-04-08,12.92166,-58.87476,,False
1308.0,Kaufman-Jennings St.Andrew,Hospital,398.0,patients,St. Andrew,2024-12-27,2020-01-12,13.17137,-58.9639,,True
,"Ross, Lopez and Walker Hospital St.John",Polyclinic,10.0,beds,St. John,2016-06-28,2022-10-19,13.136388888888888,-58.733333333333334,Needs upgrade,False
62726.0,"St. Mendoza,-Johnson-and-Ferguson Clin. NewLine",Health Centre,132.0,beds,St. John,2019-08-29,2019-06-05,13.1965,-58.73086,Follow-up 2023,True
62726.0,"St. Mendoza,-Johnson-and-Ferguson Clinic NewLine",Health Centre,132.0,beds,St. John,2019-08-29,2019-06-05,13.1965,-58.73086,Follow-up 2023,True
1297.0,"Hernandez,-Estrada-and-Gomez Health Centre St.George",Polyclinic,4.0,beds,St. George,2021-10-22,2024-08-07,12.8051,-58.8271,,False
6405.0,"Williams, Cannon and Smith",Clinic,127.0,patients,St. Andrew,2016-01-14,2020-12-17,12.72451,-59.03159,Good,False
,"Montoya, Cole and Scott Hosp.",Health Centre,199.0,patients,St. John,2020-07-23,2022-02-15,13.01903,-59.09158,Needs upgrade,False
,"St. Rangel, Bishop and Taylor Medical Center",Health Centre,10.0,beds,St. Lucy,2020-09-26,2025-07-09,12.8725,-59.24777777777778,Follow-up 2023,False
6389.0,Lee LLC,Hospital,10.0,beds,St. John,2020-02-02,2018-05-23,12.70641,-59.23379,,True
6384.0,Gutierrez PLC Hosp. St.John,Hospital,80.0,units,St. John,2020-02-27,2022-07-18,13.256388888888889,-58.915277777777774,Good,False
,St Harrell-Nguyen Hosp.,Health Centre,460.0,beds,St. George,2024-07-26,2025-03-31,13.26768,-59.16699,Follow-up 2023,False
,St Harrell-Nguyen Hospital,Health Centre,460.0,beds,St. George,2024-07-26,2025-03-31,13.26768,-59.16699,Follow-up 2023,False
6379.0,Reed-Bell Clinic christ,Clinic,426.0,beds,Christ Church,2023-12-29,2018-02-14,13.21835,-58.80303,Good,True
6375.0,Mitchell-Jones Hosp.,Clinic,449.0,beds,St. Joseph,2019-10-05,2021-05-08,12.75461,-59.21696,,False
6374.0,"King, Torres and Mclaughlin Hospital",Health Centre,351.0,cots,St. Peter,2017-10-14,2021-01-23,12.72279,-58.82364,Reinspection due,False
1321.0,Salazar-Chapman,Clinic,275.0,units,Christ Church,2024-08-03,2024-01-27,12.8527,-58.79495,Reinspection due,True
1319.0,"Williams, Barrera and Carr Polyclinic",Health Centre,447.0,units,St. Lucy,2019-07-25,2018-01-20,12.86522,-58.72054,Follow-up 2023,True
,St. Robinson-Kirby,Health Centre,257.0,capacity,St. James,2025-11-24,2018-08-16,13.154444444444445,-58.85527777777778,Good,True
2007.0,"st. Smith, Sampson and Leonard Infirmary",Community Health Centre,77.0,capacity,St. Michael,2024-08-07,2022-03-28,13.00179,-59.21531,Needs upgrade,True
,St. Meadows-Rasmussen Medical Center,Hospital,10.0,beds,St. John,2021-10-29,2024-01-24,12.77535,-59.11278,Follow-up 2023,False
,"Jones, Stout and Lewis",Polyclinic,181.0,beds,St. Andrew,2018-10-15,2025-09-23,13.23738,-59.16356,Good,False
,St Howe LLC Health Centre,Hospital,346.0,capacity,St. James,2018-09-22,2020-11-16,12.86546,-58.84537,,False
,Griffith-Brown Clinic christ,Health Centre,422.0,beds,Christ Church,2020-07-06,2022-12-06,12.762222222222222,-59.030833333333334,Reinspection due,False
6367.0,St. Williams Group Hospital,Hospital,279.0,beds,St. Peter,2017-02-06,2018-11-24,13.09194,-59.11975,,False
,St Rivas-Kennedy Polyclinic,Clinic,499.0,cots,St. Peter,2024-07-10,2019-06-29,13.21966,-58.88494,Follow-up 2023,True
,Mora Group Clinic,Health Centre,388.0,units,Christ Church,2024-05-09,2021-03-03,12.7196,-58.83262,Reinspection due,True
,Livingston-Lara,Health Centre,191.0,beds,St. Joseph,2023-04-16,2021-01-23,12.900833333333333,-59.151666666666664,Reinspection due,True
,"St. Barnett, Gordon and Davis Medical Center",Hospital,248.0,patients,St. George,2020-06-23,2018-10-17,13.036111111111111,-58.96027777777778,,True
,St. Holmes Inc Clin.,Hospital,484.0,patients,St. George,2024-11-24,2022-11-23,12.865277777777777,-59.118611111111115,,True
,St. Holmes Inc Clinic,Hospital,484.0,patients,St. George,2024-11-24,2022-11-23,12.865277777777777,-59.118611111111115,,True
1338.0,St. Mitchell and Sons Hosp.,Hospital,10.0,beds,St. John,2021-01-15,2025-10-31,13.28073,-58.80765,,False
,Lowe-Scott,Clinic,152.0,patients,St. John,2021-05-14,2020-02-12,13.225277777777778,-59.17916666666667,Follow-up 2023,True
1325.0,St. Mcdonald-Johnson Infirmary,Community Health Centre,41.0,beds,St. Andrew,2016-10-18,2020-09-14,12.73111,-58.87147,Good,False
1324.0,"st. Norman,-Ramos-and-Richardson Hosp.",Hospital,387.0,cots,St. Joseph,2020-08-06,2023-08-25,12.86132,-59.2405,Reinspection due,False
6357.0,Poole Inc,Clinic,259.0,units,St. John,2021-08-04,2025-10-28,13.27294,-59.19644,,False
,French PLC Polyclinic Christ,Clinic,195.0,patients,Christ Church,2023-09-17,2018-09-03,13.03551,-59.2232,Reinspection due,True
41284.0,"Collins, Jacobs and Williams Polyclinic",Health Centre,243.0,beds,St. James,2025-02-23,2019-07-31,13.19675,-58.82192,Follow-up 2023,True
6349.0,Bowen-Hill Hosp.,Polyclinic,475.0,beds,St. Michael,2018-03-12,2021-09-13,12.93523,-59.01129,Reinspection due,False
6344.0,Ross-Group Polyclinic,Clinic,466.0,patients,St. John,2025-04-17,2022-11-23,12.76775,-59.20744,Good,True
6343.0,"St. White, Cisneros and Thomas Polyclinic",Polyclinic,118.0,patients,St. Lucy,2024-09-02,2020-10-30,13.29168,-59.13383,Reinspection due,True
,Martinez-Miller,Health Centre,248.0,patients,St. Joseph,2020-03-21,2020-08-09,13.12053,-58.74196,Needs upgrade,False
6340.0,"Miller, Jones and Gates",Health Centre,136.0,beds,Christ Church,2018-03-18,2018-07-18,13.20599,-59.10421,Follow-up 2023,False
56.0,St. Stevens-Dean Health Centre,Health Centre,97.0,beds,St. Peter,2022-01-19,2023-11-27,12.76131,-58.7868,Good,False
6335.0,"Roth, Johns and Lopez Infirmary",Clinic,171.0,cots,St. Peter,2025-03-03,2019-08-30,13.19078,-59.03299,Follow-up 2023,True
6334.0,"Hall, Parker and Miller",Community Health Centre,468.0,cots,St. Joseph,2022-10-12,2021-11-02,12.93881,-58.89223,,True
,"Jones, Miller and Rodriguez Hosp.",Health Centre,275.0,units,St. George,2021-02-25,2019-07-02,12.729444444444445,-59.12972222222222,,True
943.0,"Reeves, Johnson and Hall Polyclinic",Polyclinic,10.0,beds,Christ Church,2016-06-12,2020-05-03,12.90729,-59.09445,Follow-up 2023,False
,Wallace-Gomez,Polyclinic,198.0,patients,St. Peter,2019-02-13,2018-04-23,13.105,-58.90222222222222,Good,True
1348.0,"Foster, Shaw and Garza Hosp. Christ",Health Centre,237.0,capacity,Christ Church,2023-10-01,2021-10-28,12.7322,-58.76281,Needs upgrade,True
1344.0,"St. Howell, Bernard and Walters Hospital",Community Health Centre,237.0,patients,St. Joseph,2025-10-01,2023-08-09,12.82071,-58.94414,Needs upgrade,True
1343.0,"Miller, Nielsen and Cabrera Medical Center",Health Centre,225.0,units,St. Joseph,2021-09-22,2020-11-19,12.79286,-59.27876,,True
,Williams-Shah Health Centre,Community Health Centre,71.0,beds,Christ Church,2018-04-03,2021-07-19,12.74923,-58.83846,Good,False
727.0,Watkins-Wyatt Medical Center,Hospital,44.0,units,St. Joseph,2017-02-05,2023-09-16,12.75318,-58.73128,Reinspection due,False
6324.0,"Hamilton, King and Noble",Clinic,16.0,beds,St. Michael,2025-08-16,2019-03-07,12.89135,-58.76193,Follow-up 2023,True
6323.0,"Anderson, Blair and Wagner Infirmary",Health Centre,14.0,capacity,St. George,2018-02-17,2023-04-09,13.2675,-59.02472222222222,,False
6322.0,"St. Harmon, Henderson and Joseph Hosp.",Polyclinic,381.0,patients,St. James,2016-08-25,2022-01-22,13.18462,-59.09422,Follow-up 2023,False
6321.0,Hill LLC Hosp.,Polyclinic,283.0,patients,St. James,2019-11-29,2021-03-23,13.02011,-59.21511,Reinspection due,False
6320.0,Mcgee-Ortiz,Clinic,189.0,capacity,St. Joseph,2024-06-13,2018-06-18,13.15984,-58.9224,Follow-up 2023,True
,Fernandez-Poole Hospital,Health Centre,310.0,units,St. Michael,2022-08-19,2019-01-23,13.01407,-58.91822,Good,True
6318.0,St. Dean Inc Infirmary,Hospital,97.0,beds,St. John,2022-04-01,2022-11-24,13.07882,-59.01962,Good,False
6315.0,"St Delgado, Fox and Clay Hosp.",Clinic,239.0,capacity,St. James,2025-08-24,2023-01-11,13.04495,-58.84009,,True
1363.0,"Odonnell, Hurley and Roberts Polyclinic",Health Centre,276.0,beds,St. George,2021-04-30,2019-03-13,13.23912,-58.82511,Reinspection due,True
